            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2386876.499305556, A.D. 1822-Dec-11 23:59:00.0000, -3.163556828588674E+09, -2.534796975696532E+10, -9.301841607145664E+09,  3.808412222155310E-01,  2.875743028567579E+00,  1.155407957781907E+00,  9.068109836644852E+04,  2.718550937341739E+10, -3.121018657975584E+00,
2387241.499305556, A.D. 1823-Dec-11 23:59:00.0000, -3.151536190131987E+09, -2.525719675164006E+10, -9.265373996429338E+09,  3.815034511217625E-01,  2.881049664430084E+00,  1.157355001909669E+00,  9.035249134421283E+04,  2.708699546650529E+10, -3.126699201566554E+00,
2387607.499305556, A.D. 1824-Dec-11 23:59:00.0000, -3.139461573604697E+09, -2.516600639733631E+10, -9.228744603973751E+09,  3.821722427334523E-01,  2.886410003846853E+00,  1.159321076790958E+00,  9.002238182922491E+04,  2.698803112359787E+10, -3.132436947224882E+00,
2387972.499305556, A.D. 1825-Dec-11 23:59:00.0000, -3.127398810180785E+09, -2.507489576129984E+10, -9.192153156634373E+09,  3.828439969527937E-01,  2.891795254813064E+00,  1.161295605607434E+00,  8.969256929884342E+04,  2.688915581443560E+10, -3.138201068386917E+00,
2388337.499305556, A.D. 1826-Dec-11 23:59:00.0000, -3.115314786153037E+09, -2.498361466635938E+10, -9.155499220576416E+09,  3.835205910333199E-01,  2.897220523857850E+00,  1.163284114897568E+00,  8.936214819202386E+04,  2.679009805864709E+10, -3.144007728618213E+00,
2388702.499305556, A.D. 1827-Dec-11 23:59:00.0000, -3.103209347950346E+09, -2.489216184219296E+10, -9.118782352085835E+09,  3.842020857179832E-01,  2.902686339811247E+00,  1.165286784624213E+00,  8.903111400462376E+04,  2.669085650592438E+10, -3.149857487701660E+00,
2389068.499305556, A.D. 1828-Dec-11 23:59:00.0000, -3.091049085534151E+09, -2.480028473311974E+10, -9.081901246439362E+09,  3.848904354285729E-01,  2.908208383158057E+00,  1.167309342851824E+00,  8.869855268533021E+04,  2.659115713057764E+10, -3.155767120542426E+00,
2389433.499305556, A.D. 1829-Dec-11 23:59:00.0000, -3.078900290316817E+09, -2.470848409275171E+10, -9.045056983519566E+09,  3.855819479104782E-01,  2.913757019396550E+00,  1.169340918774591E+00,  8.836627687502562E+04,  2.649154334867249E+10, -3.161704906216432E+00,
2389798.499305556, A.D. 1830-Dec-11 23:59:00.0000, -3.066729607289947E+09, -2.461650780713126E+10, -9.008148421439014E+09,  3.862785616332161E-01,  2.919347823368863E+00,  1.171387199148354E+00,  8.803337410062313E+04,  2.639174160765935E+10, -3.167687505395739E+00,
2390163.499305556, A.D. 1831-Dec-11 23:59:00.0000, -3.054536874618671E+09, -2.452435453770986E+10, -8.971175093576710E+09,  3.869803369316461E-01,  2.924981353152404E+00,  1.173448369383641E+00,  8.769983961728764E+04,  2.629175048507243E+10, -3.173715506778391E+00,
2390529.499305556, A.D. 1832-Dec-11 23:59:00.0000, -3.042288432321289E+09, -2.443176971846931E+10, -8.934034961735653E+09,  3.876892781703223E-01,  2.930673800724319E+00,  1.175530334356012E+00,  8.736475220130186E+04,  2.619129380498919E+10, -3.179806226884947E+00,
2390894.499305556, A.D. 1833-Dec-11 23:59:00.0000, -3.030051045671998E+09, -2.433925789919592E+10, -8.896930497419601E+09,  3.884015799170955E-01,  2.936394656907251E+00,  1.177621921342258E+00,  8.702993804684168E+04,  2.609091904665038E+10, -3.185927015428243E+00,
2391259.499305556, A.D. 1834-Dec-11 23:59:00.0000, -3.017791111462954E+09, -2.424656496683420E+10, -8.859759829031954E+09,  3.891192479710350E-01,  2.942160017782136E+00,  1.179729002964407E+00,  8.669447754823526E+04,  2.599035051921125E+10, -3.192095088909501E+00,
2391624.499305556, A.D. 1835-Dec-11 23:59:00.0000, -3.005508459224536E+09, -2.415368950838136E+10, -8.822522464739132E+09,  3.898423608818357E-01,  2.947970486919127E+00,  1.181851781482715E+00,  8.635836569788818E+04,  2.588958672143278E+10, -3.198311086128129E+00,
2391990.499305556, A.D. 1836-Dec-11 23:59:00.0000, -2.993169170648864E+09, -2.406037488033809E+10, -8.785115609301014E+09,  3.905729959024513E-01,  2.953842785740385E+00,  1.183996341503965E+00,  8.602067386140229E+04,  2.578834925572615E+10, -3.204592885505102E+00,
2392355.499305556, A.D. 1837-Dec-11 23:59:00.0000, -2.980840498020905E+09, -2.396712954360290E+10, -8.747743165893538E+09,  3.913072301775987E-01,  2.959745456052539E+00,  1.186151174297293E+00,  8.568324219338199E+04,  2.568718978656329E+10, -3.210906826094413E+00,
2392720.499305556, A.D. 1838-Dec-11 23:59:00.0000, -2.968488581547268E+09, -2.387369732084096E+10, -8.710302510783398E+09,  3.920471230821874E-01,  2.965695129490916E+00,  1.188322336459267E+00,  8.534514372469211E+04,  2.558583041558872E+10, -3.217270691217601E+00,
2393085.499305556, A.D. 1839-Dec-11 23:59:00.0000, -2.956113241566576E+09, -2.378007671931718E+10, -8.672793125466234E+09,  3.927927532757768E-01,  2.971692470513778E+00,  1.190510053315625E+00,  8.500637316676945E+04,  2.548426955733105E+10, -3.223685184131398E+00,
2393451.499305556, A.D. 1840-Dec-11 23:59:00.0000, -2.943680293470878E+09, -2.368600894787344E+10, -8.635111433489115E+09,  3.935462752625185E-01,  2.977754784424055E+00,  1.192720615058695E+00,  8.466599422634722E+04,  2.538222651813044E+10, -3.230168805127770E+00,
2393816.499305556, A.D. 1841-Dec-11 23:59:00.0000, -2.931257491362411E+09, -2.359200649927041E+10, -8.597462811717937E+09,  3.943036584642176E-01,  2.983849625374562E+00,  1.194942167973927E+00,  8.432586144648129E+04,  2.528025727600806E+10, -3.236686844812728E+00,
2394181.499305556, A.D. 1842-Dec-11 23:59:00.0000, -2.918810710120481E+09, -2.349781106175214E+10, -8.559743859912960E+09,  3.950670348369560E-01,  2.989994176777799E+00,  1.197180954544406E+00,  8.398504024596669E+04,  2.517808165056728E+10, -3.243257671189094E+00,
2394546.499305556, A.D. 1843-Dec-11 23:59:00.0000, -2.906339759551592E+09, -2.340342105659115E+10, -8.521954030948250E+09,  3.958364795365934E-01,  2.996189144042441E+00,  1.199437207771056E+00,  8.364352503315228E+04,  2.507569796547326E+10, -3.249882027683238E+00,
2394912.499305556, A.D. 1844-Dec-11 23:59:00.0000, -2.893810179702798E+09, -2.330857547124379E+10, -8.483988942042558E+09,  3.966142037395791E-01,  3.002452443590142E+00,  1.201717427747000E+00,  8.330037159523866E+04,  2.497282315284997E+10, -3.256579060810820E+00,
2395277.499305556, A.D. 1845-Dec-11 23:59:00.0000, -2.881290242614904E+09, -2.321379095896552E+10, -8.446055488822146E+09,  3.973960442615098E-01,  3.008750605948359E+00,  1.204009410058192E+00,  8.295744932018114E+04,  2.487001764110753E+10, -3.263312974543262E+00,
2395642.499305556, A.D. 1846-Dec-11 23:59:00.0000, -2.868745549877984E+09, -2.311880699938396E+10, -8.408049468953478E+09,  3.981842129006586E-01,  3.015101435988457E+00,  1.206319616981688E+00,  8.261381575245892E+04,  2.476699888918878E+10, -3.270102798820646E+00,
2396007.499305556, A.D. 1847-Dec-11 23:59:00.0000, -2.856175900407445E+09, -2.302362191948546E+10, -8.369970303684066E+09,  3.989788055930731E-01,  3.021505701588764E+00,  1.208648303450569E+00,  8.226946496807873E+04,  2.466376512112522E+10, -3.276949344952639E+00,
2396373.499305556, A.D. 1848-Dec-11 23:59:00.0000, -2.843546549086685E+09, -2.292797240496661E+10, -8.331712775885387E+09,  3.997821169165674E-01,  3.027981955066360E+00,  1.211002184535932E+00,  8.192344454982413E+04,  2.456003080941847E+10, -3.283872433459534E+00,
2396738.499305556, A.D. 1849-Dec-11 23:59:00.0000, -2.830926301463790E+09, -2.283237940432418E+10, -8.293485346626814E+09,  4.005898445575562E-01,  3.034495615920399E+00,  1.213368665787530E+00,  8.157763920755356E+04,  2.445636097586965E+10, -3.290835086204535E+00,
2397103.499305556, A.D. 1850-Dec-11 23:59:00.0000, -2.818280476066323E+09, -2.273658011027673E+10, -8.255182984670320E+09,  4.014042645426456E-01,  3.041065137624666E+00,  1.215754432580192E+00,  8.123109833440724E+04,  2.435247063571165E+10, -3.297857019547940E+00,
2397468.499305556, A.D. 1851-Dec-11 23:59:00.0000, -2.805608860270222E+09, -2.264057274779216E+10, -8.216805077296401E+09,  4.022254789912605E-01,  3.047691373200193E+00,  1.218159773100532E+00,  8.088381564719976E+04,  2.424835790529288E+10, -3.304939135961858E+00,
2397834.499305556, A.D. 1852-Dec-11 23:59:00.0000, -2.792876414124063E+09, -2.254409161589650E+10, -8.178245543824450E+09,  4.030558783557193E-01,  3.054393580509936E+00,  1.220591649081436E+00,  8.053483022407658E+04,  2.414373470748861E+10, -3.312102007001529E+00,
2398199.499305556, A.D. 1853-Dec-11 23:59:00.0000, -2.780152493743209E+09, -2.244766210008244E+10, -8.139714459680148E+09,  4.038910375704247E-01,  3.061136010307484E+00,  1.223037059726656E+00,  8.018604259862640E+04,  2.403917080793491E+10, -3.319307415151031E+00,
2398564.499305556, A.D. 1854-Dec-11 23:59:00.0000, -2.767402123708522E+09, -2.235101902167614E+10, -8.101105935520952E+09,  4.047333210386262E-01,  3.067937780576389E+00,  1.225502911394680E+00,  7.983649371329087E+04,  2.393437868840902E+10, -3.326575779935144E+00,
2398929.499305556, A.D. 1855-Dec-11 23:59:00.0000, -2.754625077801895E+09, -2.225416049503371E+10, -8.062419322034346E+09,  4.055828265500757E-01,  3.074799802484151E+00,  1.227989503573780E+00,  7.948617689531171E+04,  2.382935634846831E+10, -3.333908061083487E+00,
2399295.499305556, A.D. 1856-Dec-11 23:59:00.0000, -2.741786010195654E+09, -2.215681834355563E+10, -8.023547644968455E+09,  4.064420141762559E-01,  3.081742073422624E+00,  1.230504050716250E+00,  7.913412240401222E+04,  2.372381306717170E+10, -3.341325611728087E+00,
2399660.499305556, A.D. 1857-Dec-11 23:59:00.0000, -2.728954846414409E+09, -2.205952254192570E+10, -7.984702647197532E+09,  4.073063048494320E-01,  3.088727631244536E+00,  1.233033137928107E+00,  7.878224713635664E+04,  2.361832351577181E+10, -3.348788927782363E+00,
2400025.499305556, A.D. 1858-Dec-11 23:59:00.0000, -2.716096307428030E+09, -2.196200545053307E+10, -7.945777550701974E+09,  4.081781590698736E-01,  3.095776342429372E+00,  1.235583932746456E+00,  7.842958326796559E+04,  2.351259754781908E+10, -3.356319224663136E+00,
2400390.499305556, A.D. 1859-Dec-11 23:59:00.0000, -2.703210152770838E+09, -2.186426506215691E+10, -7.906771665780647E+09,  4.090576989350092E-01,  3.102889200089129E+00,  1.238156760733494E+00,  7.807612369797743E+04,  2.340663303452871E+10, -3.363917549845532E+00,
2400756.499305556, A.D. 1860-Dec-11 23:59:00.0000, -2.690260718902287E+09, -2.176603062726387E+10, -7.867577091116358E+09,  4.099474794707472E-01,  3.110086976707548E+00,  1.240759094853728E+00,  7.772088952254975E+04,  2.330013650791163E+10, -3.371606075908383E+00,
2401121.499305556, A.D. 1861-Dec-11 23:59:00.0000, -2.677318519515348E+09, -2.166783686986375E+10, -7.828407292358014E+09,  4.108427491192739E-01,  3.117331390803436E+00,  1.243377061472176E+00,  7.736581456876679E+04,  2.319368771474280E+10, -3.379343895857425E+00,
2401486.499305556, A.D. 1862-Dec-11 23:59:00.0000, -2.664347960631684E+09, -2.156941359433285E+10, -7.789154570552388E+09,  4.117460478337464E-01,  3.124643105245430E+00,  1.246018101454491E+00,  7.700992190962064E+04,  2.308699377967322E+10, -3.387153067687329E+00,
2401851.499305556, A.D. 1863-Dec-11 23:59:00.0000, -2.651348787011436E+09, -2.147075866073193E+10, -7.749818192196490E+09,  4.126575066766962E-01,  3.132023236999761E+00,  1.248682587740041E+00,  7.665320397756876E+04,  2.298005243401072E+10, -3.395034771134111E+00,
2402217.499305556, A.D. 1864-Dec-11 23:59:00.0000, -2.638285005913407E+09, -2.137159864228014E+10, -7.710289293189521E+09,  4.135797991141170E-01,  3.139493425085528E+00,  1.251378294881781E+00,  7.629467233716426E+04,  2.287256735226308E+10, -3.403012100642573E+00,
2402582.499305556, A.D. 1865-Dec-11 23:59:00.0000, -2.625227739408890E+09, -2.127247318059008E+10, -7.670783119516205E+09,  4.145080299091750E-01,  3.147013994619662E+00,  1.254090867982157E+00,  7.593627834066944E+04,  2.276512353512145E+10, -3.411042673169328E+00,
2402947.499305556, A.D. 1866-Dec-11 23:59:00.0000, -2.612141065202626E+09, -2.117310942022475E+10, -7.631191015616283E+09,  4.154448456024968E-01,  3.154606425110533E+00,  1.256828018069362E+00,  7.557703559092765E+04,  2.265742526815769E+10, -3.419149410002634E+00,
2403312.499305556, A.D. 1867-Dec-11 23:59:00.0000, -2.599024710490935E+09, -2.107350507608054E+10, -7.591512200280231E+09,  4.163903768214701E-01,  3.162271922587645E+00,  1.259590138496771E+00,  7.521693600967541E+04,  2.254947012956930E+10, -3.427333580383088E+00,
2403678.499305556, A.D. 1868-Dec-11 23:59:00.0000, -2.585842339609030E+09, -2.097338393439236E+10, -7.551636809810267E+09,  4.173473870960920E-01,  3.170033044154261E+00,  1.262385315044765E+00,  7.485498124254696E+04,  2.244095882024705E+10, -3.435619248466825E+00,
2404043.499305556, A.D. 1869-Dec-11 23:59:00.0000, -2.572665705181337E+09, -2.087329073603024E+10, -7.511781933457131E+09,  4.183108013177415E-01,  3.177848661088801E+00,  1.265198699541120E+00,  7.449314081038300E+04,  2.233248178768484E+10, -3.443962490838229E+00,
2404408.499305556, A.D. 1870-Dec-11 23:59:00.0000, -2.559458544313713E+09, -2.077294985533585E+10, -7.471837921646966E+09,  4.192833889564435E-01,  3.185741172079227E+00,  1.268038319341012E+00,  7.413041845635088E+04,  2.222374036159800E+10, -3.452387205043407E+00,
2404773.499305556, A.D. 1871-Dec-11 23:59:00.0000, -2.546220565153377E+09, -2.067235884669684E+10, -7.431803940324913E+09,  4.202653102458115E-01,  3.193711892617927E+00,  1.270904599947382E+00,  7.376680553753785E+04,  2.211473195090648E+10, -3.460894776228944E+00,
2405139.499305556, A.D. 1872-Dec-11 23:59:00.0000, -2.532915074284278E+09, -2.057123858934509E+10, -7.391569085401886E+09,  4.212594435039479E-01,  3.201784336614916E+00,  1.273805941430541E+00,  7.340129335652877E+04,  2.200515415573283E+10, -3.469510277998135E+00,
2405504.499305556, A.D. 1873-Dec-11 23:59:00.0000, -2.519614477272598E+09, -2.047013911637044E+10, -7.351352355865748E+09,  4.222605029954828E-01,  3.209915790431115E+00,  1.276726945460340E+00,  7.303587028528607E+04,  2.189560307499507E+10, -3.478188101782222E+00,
2405869.499305556, A.D. 1874-Dec-11 23:59:00.0000, -2.506282156969306E+09, -2.036878191441363E+10, -7.311043068863965E+09,  4.232713489051105E-01,  3.218129646388712E+00,  1.279675978332335E+00,  7.266952979324473E+04,  2.178577695842107E+10, -3.486953194539724E+00,
2406234.499305556, A.D. 1875-Dec-11 23:59:00.0000, -2.492917802058665E+09, -2.026716436148470E+10, -7.270640332759329E+09,  4.242921549177244E-01,  3.226427391109190E+00,  1.282653531215162E+00,  7.230226261817744E+04,  2.167567302926493E+10, -3.495807124280711E+00,
2406600.499305556, A.D. 1876-Dec-11 23:59:00.0000, -2.479484347467046E+09, -2.016500429963981E+10, -7.230032158935498E+09,  4.253259469704442E-01,  3.234833623577052E+00,  1.285668377671009E+00,  7.193304926058695E+04,  2.156498564926644E+10, -3.504776117251638E+00,
2406965.499305556, A.D. 1877-Dec-11 23:59:00.0000, -2.466054876304939E+09, -2.006285725695033E+10, -7.189439524968984E+09,  4.263672647894649E-01,  3.243303947208591E+00,  1.288704541453286E+00,  7.156389765999249E+04,  2.145431678354960E+10, -3.513812783370258E+00,
2407330.499305556, A.D. 1878-Dec-11 23:59:00.0000, -2.452592400835391E+09, -1.996044170264825E+10, -7.148750670523177E+09,  4.274190949427638E-01,  3.251862784464204E+00,  1.291770726428935E+00,  7.119379055349733E+04,  2.134336146437014E+10, -3.522943156389903E+00,
2407695.499305556, A.D. 1879-Dec-11 23:59:00.0000, -2.439096586839970E+09, -1.985775481985153E+10, -7.107964640564727E+09,  4.284816095674673E-01,  3.260511764408564E+00,  1.294867462840514E+00,  7.082271799432031E+04,  2.123211670975811E+10, -3.532168949594522E+00,
2408061.499305556, A.D. 1880-Dec-11 23:59:00.0000, -2.425529980800942E+09, -1.975451127483644E+10, -7.066968315737465E+09,  4.295579520522577E-01,  3.269276653547086E+00,  1.298003920016328E+00,  7.044964919229763E+04,  2.112027349659662E+10, -3.541517622523270E+00,
2408426.499305556, A.D. 1881-Dec-11 23:59:00.0000, -2.411966370231801E+09, -1.965127230987005E+10, -7.025984727375717E+09,  4.306424535441383E-01,  3.278111295747553E+00,  1.301163531273430E+00,  7.007661242998902E+04,  2.100843988869976E+10, -3.550939924340147E+00,
2408791.499305556, A.D. 1882-Dec-11 23:59:00.0000, -2.398368381093469E+09, -1.954775323701067E+10, -6.984900990447455E+09,  4.317382633252229E-01,  3.287041275476424E+00,  1.304355395765413E+00,  6.970257921924925E+04,  2.089630755307846E+10, -3.560463121981851E+00,
2409156.499305556, A.D. 1883-Dec-11 23:59:00.0000, -2.384735653358934E+09, -1.944395102154786E+10, -6.943716078764018E+09,  4.328455956017518E-01,  3.296068383472506E+00,  1.307580088957516E+00,  6.932753884779614E+04,  2.078387327827129E+10, -3.570089098920852E+00,
2409522.499305556, A.D. 1884-Dec-11 23:59:00.0000, -2.371030325716469E+09, -1.933957700172783E+10, -6.902315690973454E+09,  4.339677388606613E-01,  3.305219599136767E+00,  1.310847174338636E+00,  6.895044869722833E+04,  2.067082449514498E+10, -3.579846592555258E+00,
2409887.499305556, A.D. 1885-Dec-11 23:59:00.0000, -2.357326916674418E+09, -1.923519836914515E+10, -6.860924992683846E+09,  4.350987684345343E-01,  3.314446831358766E+00,  1.314139417295398E+00,  6.857335822393248E+04,  2.055777561526723E+10, -3.589684296417824E+00,
2410252.499305556, A.D. 1886-Dec-11 23:59:00.0000, -2.343587648435489E+09, -1.913052712988777E+10, -6.819429925064121E+09,  4.362419522238328E-01,  3.323776928055848E+00,  1.317466343329996E+00,  6.819522719084028E+04,  2.044441478341044E+10, -3.599630810343090E+00,
2410617.499305556, A.D. 1887-Dec-11 23:59:00.0000, -2.329812133986132E+09, -1.902556000804015E+10, -6.777829383911441E+09,  4.373975297567371E-01,  3.333211925084260E+00,  1.320828616412956E+00,  6.781604403957703E+04,  2.033073853446104E+10, -3.609688278438564E+00,
2410983.499305556, A.D. 1888-Dec-11 23:59:00.0000, -2.315962086250676E+09, -1.892000484776444E+10, -6.736007830336331E+09,  4.385689746474135E-01,  3.342780188613406E+00,  1.324236268318457E+00,  6.743475373883850E+04,  2.021643057799109E+10, -3.619886907402145E+00,
2411348.499305556, A.D. 1889-Dec-11 23:59:00.0000, -2.302112784674174E+09, -1.881443503856398E+10, -6.694192648265571E+09,  4.397501407004316E-01,  3.352431552101416E+00,  1.327671354915120E+00,  6.705342779655836E+04,  2.010211193645576E+10, -3.630173194402420E+00,
2411713.499305556, A.D. 1890-Dec-11 23:59:00.0000, -2.288226027221652E+09, -1.870855911524073E+10, -6.652268549622588E+09,  4.409444492112879E-01,  3.362194188517452E+00,  1.331143830252694E+00,  6.667101364352557E+04,  1.998746705754407E+10, -3.640577133939097E+00,
2412078.499305556, A.D. 1891-Dec-11 23:59:00.0000, -2.274301395766770E+09, -1.860237353322445E+10, -6.610234343914938E+09,  4.421521344246520E-01,  3.372070363106636E+00,  1.334654424243108E+00,  6.628749877933963E+04,  1.987249219373022E+10, -3.651101104801042E+00,
2412444.499305556, A.D. 1892-Dec-11 23:59:00.0000, -2.260300156858990E+09, -1.849558246366669E+10, -6.567973195771586E+09,  4.433768206131941E-01,  3.382089968146018E+00,  1.338213683237519E+00,  6.590181513041895E+04,  1.975686714460989E+10, -3.661776924183060E+00,
2412809.499305556, A.D. 1893-Dec-11 23:59:00.0000, -2.246298384429866E+09, -1.838876576290789E+10, -6.525714798849172E+09,  4.446121086229147E-01,  3.392200679458142E+00,  1.341802947377372E+00,  6.551605720676878E+04,  1.964121982848582E+10, -3.672548810988550E+00,
2413174.499305556, A.D. 1894-Dec-11 23:59:00.0000, -2.232257432307508E+09, -1.828162831269905E+10, -6.483342574870089E+09,  4.458616312244469E-01,  3.402432179384950E+00,  1.345432680252086E+00,  6.512915946683512E+04,  1.952523080403646E+10, -3.683448359821466E+00,
2413539.499305556, A.D. 1895-Dec-11 23:59:00.0000, -2.218176846837881E+09, -1.817416626431064E+10, -6.440855235014962E+09,  4.471256879280723E-01,  3.412786986777006E+00,  1.349103683520285E+00,  6.474110834291841E+04,  1.940889600376781E+10, -3.694478216566725E+00,
2413905.499305556, A.D. 1896-Dec-11 23:59:00.0000, -2.204017422782628E+09, -1.806607991677350E+10, -6.398134581014256E+09,  4.484080929595917E-01,  3.423296592836090E+00,  1.352827015972006E+00,  6.435082201695119E+04,  1.929189110678231E+10, -3.705671880051339E+00,
2414270.499305556, A.D. 1897-Dec-11 23:59:00.0000, -2.189856060878846E+09, -1.795795588355679E+10, -6.355412714823148E+09,  4.497021323594110E-01,  3.433906278232792E+00,  1.356583199465155E+00,  6.396041902540098E+04,  1.917485123433492E+10, -3.716971028170742E+00,
2414635.499305556, A.D. 1898-Dec-11 23:59:00.0000, -2.175653647665272E+09, -1.784949519848719E+10, -6.312571704309017E+09,  4.510116052513136E-01,  3.444647388205842E+00,  1.360383252547054E+00,  6.356882016932241E+04,  1.905745285072114E+10, -3.728409008485187E+00,
2415000.499305556, A.D. 1899-Dec-11 23:59:00.0000, -2.161409691035565E+09, -1.774069367163334E+10, -6.269610151406282E+09,  4.523368585877646E-01,  3.455522809077487E+00,  1.364228103486161E+00,  6.317601068556777E+04,  1.893969153006063E+10, -3.739988856469703E+00,
2415365.499305556, A.D. 1900-Dec-11 23:59:00.0000, -2.147123687592559E+09, -1.763154702101631E+10, -6.226526628591766E+09,  4.536782577729291E-01,  3.466535490087629E+00,  1.368118690417391E+00,  6.278197548817134E+04,  1.882156274969463E+10, -3.751713671353643E+00,
2415730.499305556, A.D. 1901-Dec-11 23:59:00.0000, -2.132795122460116E+09, -1.752205087065016E+10, -6.183319678631801E+09,  4.550361609303343E-01,  3.477688447746248E+00,  1.372055961475435E+00,  6.238669916193498E+04,  1.870306188826302E+10, -3.763586617291022E+00,
2416095.499305556, A.D. 1902-Dec-11 23:59:00.0000, -2.118423469840608E+09, -1.741220074793229E+10, -6.139987813968062E+09,  4.564109030190348E-01,  3.488984799375196E+00,  1.376040896330659E+00,  6.199016595386891E+04,  1.858418422313828E+10, -3.775610960080920E+00,
2416460.499305556, A.D. 1903-Dec-11 23:59:00.0000, -2.104008193441424E+09, -1.730199207986777E+10, -6.096529515321730E+09,  4.578028213723539E-01,  3.500427799362140E+00,  1.380074529511523E+00,  6.159235976007822E+04,  1.846492492649414E+10, -3.787790111727844E+00,
2416826.499305556, A.D. 1904-Dec-11 23:59:00.0000, -2.089509069727622E+09, -1.719111674857661E+10, -6.052823638162644E+09,  4.592161743203657E-01,  3.512052812819441E+00,  1.384169206146159E+00,  6.119216891018346E+04,  1.834495072793508E+10, -3.800161658519714E+00,
2417191.499305556, A.D. 1905-Dec-11 23:59:00.0000, -2.075004767733531E+09, -1.708017583246611E+10, -6.009107421094927E+09,  4.606436537638613E-01,  3.523799818731121E+00,  1.388303671451429E+00,  6.079176334831674E+04,  1.822491216034618E+10, -3.812661677797528E+00,
2417556.499305556, A.D. 1906-Dec-11 23:59:00.0000, -2.060455159830074E+09, -1.696886199474895E+10, -5.965260001966912E+09,  4.620895276268535E-01,  3.535703949351987E+00,  1.392490176065446E+00,  6.039003418699339E+04,  1.810447678762278E+10, -3.825327507951343E+00,
2417921.499305556, A.D. 1907-Dec-11 23:59:00.0000, -2.045859659250407E+09, -1.685717022267779E+10, -5.921279721551979E+09,  4.635542174395305E-01,  3.547768881516965E+00,  1.396729874615048E+00,  5.998696378244902E+04,  1.798363932029737E+10, -3.838163003242892E+00,
2418287.499305556, A.D. 1908-Dec-11 23:59:00.0000, -2.031177486626804E+09, -1.674478780011703E+10, -5.877043834560257E+09,  4.650422283761054E-01,  3.560032167809974E+00,  1.401035808106613E+00,  5.958142416764560E+04,  1.786206160235908E+10, -3.851208046730886E+00,
2418652.499305556, A.D. 1909-Dec-11 23:59:00.0000, -2.016488257961749E+09, -1.663232357274209E+10, -5.832792328033774E+09,  4.665458554698000E-01,  3.572430785907608E+00,  1.405385710535575E+00,  5.917561287707598E+04,  1.774040243807506E+10, -3.864395536766366E+00,
2419017.499305556, A.D. 1910-Dec-11 23:59:00.0000, -2.001751294949704E+09, -1.651946562965578E+10, -5.788402748094082E+09,  4.680696022587665E-01,  3.585002157006829E+00,  1.409792590222618E+00,  5.876840481381213E+04,  1.761832453187177E+10, -3.877765222638525E+00,
2419382.499305556, A.D. 1911-Dec-11 23:59:00.0000, -1.986965955145812E+09, -1.640620845580225E+10, -5.743873276578052E+09,  4.696139800696380E-01,  3.597750557202420E+00,  1.414257804253966E+00,  5.835978057711737E+04,  1.749582206755468E+10, -3.891321593753630E+00,
2419748.499305556, A.D. 1912-Dec-11 23:59:00.0000, -1.972090869355534E+09, -1.629223443519233E+10, -5.699079468828007E+09,  4.711838465727944E-01,  3.610716049876863E+00,  1.418795209053817E+00,  5.794859484400083E+04,  1.737255168592913E+10, -3.905107182755306E+00,
2420113.499305556, A.D. 1913-Dec-11 23:59:00.0000, -1.957206644650952E+09, -1.617816057147752E+10, -5.654264190346855E+09,  4.727711506681492E-01,  3.623832300371151E+00,  1.423381411773897E+00,  5.753707411499420E+04,  1.724918087506228E+10, -3.919051386406928E+00,
2420478.499305556, A.D. 1914-Dec-11 23:59:00.0000, -1.942272013941957E+09, -1.606367008074919E+10, -5.609303298782309E+09,  4.743806579187228E-01,  3.637139159290620E+00,  1.428030178618434E+00,  5.712407603338802E+04,  1.712536716502828E+10, -3.933196497981346E+00,
2420843.499305556, A.D. 1915-Dec-11 23:59:00.0000, -1.927286269007691E+09, -1.594875687529438E+10, -5.564194797130681E+09,  4.760128828018889E-01,  3.650641528663815E+00,  1.432743045458379E+00,  5.670957919742783E+04,  1.700110413974255E+10, -3.947547648666306E+00,
2421209.499305556, A.D. 1916-Dec-11 23:59:00.0000, -1.912207413896118E+09, -1.583309810831163E+10, -5.518812436210093E+09,  4.776729613695881E-01,  3.664382348541374E+00,  1.437534810113534E+00,  5.629241976951434E+04,  1.687604288947050E+10, -3.962150394760407E+00,
2421574.499305556, A.D. 1917-Dec-11 23:59:00.0000, -1.897117100938721E+09, -1.571731937010991E+10, -5.473402103760652E+09,  4.793524468619334E-01,  3.678291829621729E+00,  1.442380950944811E+00,  5.587485472898959E+04,  1.675086003959671E+10, -3.976930493168797E+00,
2421939.499305556, A.D. 1918-Dec-11 23:59:00.0000, -1.881973438270317E+09, -1.560109866427074E+10, -5.427837858870767E+09,  4.810564842983220E-01,  3.692412671983306E+00,  1.447296157366175E+00,  5.545572326901351E+04,  1.662520758898535E+10, -3.991933240610621E+00,
2422304.499305556, A.D. 1919-Dec-11 23:59:00.0000, -1.866775641656704E+09, -1.548442923719262E+10, -5.382117496284994E+09,  4.827857024234601E-01,  3.706750500486149E+00,  1.452282165520132E+00,  5.503500166109189E+04,  1.649907842401282E+10, -4.007164519594959E+00,
2422670.499305556, A.D. 1920-Dec-11 23:59:00.0000, -1.851481042718206E+09, -1.536698263108699E+10, -5.336112839937031E+09,  4.845455648564370E-01,  3.721351391923583E+00,  1.457354754180399E+00,  5.461150621919086E+04,  1.637211768453351E+10, -4.022673170121902E+00,
